,kms_driven,owner,age,power,brand
4191,27135.0,Second Owner,5.0,150.0,Bajaj
4192,29003.0,First Owner,4.0,150.0,Bajaj
4193,16208.0,First Owner,5.0,100.0,TVS
4194,17194.0,First Owner,4.0,100.0,TVS
4195,1000.0,First Owner,5.0,410.0,Royal Enfield
4196,20195.0,First Owner,5.0,125.0,Yamaha
4197,8500.0,Second Owner,5.0,125.0,Honda
4198,2452.0,First Owner,3.0,150.0,Suzuki
4199,16000.0,First Owner,6.0,300.0,Benelli
4200,285.0,First Owner,3.0,1000.0,Yamaha
4201,33000.0,Second Owner,11.0,150.0,Yamaha
4202,13800.0,Second Owner,7.0,350.0,Royal Enfield
4208,20816.0,Second Owner,5.0,150.0,Bajaj
4209,7500.0,First Owner,3.0,350.0,Royal Enfield
4210,24419.0,First Owner,7.0,200.0,Bajaj
4211,23833.0,First Owner,4.0,150.0,Suzuki
4212,16445.0,First Owner,3.0,125.0,Hero
4213,21000.0,First Owner,4.0,110.0,Hero
4214,55000.0,First Owner,4.0,110.0,Hero
4215,49692.0,First Owner,13.0,110.0,TVS
4216,37861.0,First Owner,4.0,150.0,Bajaj
4217,18500.0,First Owner,4.0,160.0,TVS
4219,22000.0,First Owner,7.0,150.0,Yamaha
4228,23000.0,First Owner,6.0,150.0,Suzuki
4229,25063.0,First Owner,4.0,100.0,Hero
4230,20375.0,First Owner,6.0,100.0,Hero
4231,23873.0,First Owner,7.0,100.0,Hero
4232,20931.0,First Owner,11.0,100.0,Hero
4233,11000.0,First Owner,3.0,150.0,Suzuki
4234,14000.0,First Owner,5.0,150.0,Suzuki
4235,7555.0,First Owner,5.0,410.0,Royal Enfield
4238,7086.0,First Owner,5.0,100.0,Hero
4239,19253.0,First Owner,6.0,100.0,Hero
4240,20494.0,First Owner,5.0,125.0,Hero
4241,5150.0,First Owner,7.0,300.0,Kawasaki
4242,4600.0,First Owner,4.0,400.0,Bajaj
4243,4652.0,First Owner,4.0,200.0,TVS
4244,43000.0,First Owner,13.0,100.0,Hero
4245,70000.0,First Owner,10.0,180.0,Bajaj
4246,80000.0,First Owner,5.0,220.0,Bajaj
4247,60000.0,Second Owner,12.0,220.0,Bajaj
4248,13829.0,First Owner,5.0,200.0,Bajaj
4250,6800.0,First Owner,3.0,200.0,TVS
4251,12000.0,First Owner,2.0,110.0,TVS
4252,32494.0,Second Owner,3.0,110.0,Suzuki
4254,30000.0,First Owner,6.0,500.0,Royal Enfield
4255,93000.0,First Owner,13.0,150.0,Honda
4256,28000.0,First Owner,15.0,100.0,Bajaj
4257,1.0,Second Owner,10.0,100.0,Hero
4258,32000.0,First Owner,7.0,500.0,Royal Enfield
4259,10194.0,First Owner,6.0,650.0,Hyosung
4260,10847.0,First Owner,7.0,350.0,Royal Enfield
4261,21165.0,First Owner,4.0,100.0,Hero
4262,22114.0,First Owner,7.0,100.0,Hero
4263,10000.0,First Owner,7.0,100.0,Hero
4264,19340.0,First Owner,7.0,110.0,Hero
4265,16270.0,First Owner,5.0,100.0,Hero
4266,13243.0,First Owner,6.0,100.0,Hero
4267,18792.0,First Owner,6.0,100.0,Hero
4268,19682.0,First Owner,10.0,100.0,Hero
4269,15206.0,First Owner,8.0,125.0,Hero
4270,21300.0,First Owner,10.0,100.0,Hero
4271,14000.0,First Owner,3.0,150.0,Yamaha
4272,32000.0,First Owner,9.0,100.0,Hero
4273,27342.0,First Owner,5.0,150.0,Bajaj
4274,45037.0,First Owner,6.0,180.0,Bajaj
4275,25876.0,First Owner,5.0,150.0,Bajaj
4276,20644.0,First Owner,5.0,150.0,Bajaj
4277,48203.0,First Owner,5.0,150.0,Bajaj
4278,16207.0,First Owner,8.0,100.0,Hero
4279,11255.0,First Owner,5.0,150.0,Bajaj
4280,18095.0,First Owner,9.0,125.0,Honda
4283,18320.0,First Owner,5.0,100.0,Hero
4285,24000.0,First Owner,5.0,150.0,Yamaha
4289,22149.0,First Owner,8.0,160.0,TVS
4291,32000.0,First Owner,7.0,135.0,Bajaj
4294,33212.0,First Owner,6.0,200.0,Bajaj
4295,19591.0,First Owner,8.0,223.0,Hero
4296,12000.0,Second Owner,5.0,883.0,Harley-Davidson
4297,7880.0,First Owner,4.0,125.0,Honda
4299,26236.0,First Owner,6.0,750.0,Harley-Davidson
4300,14000.0,First Owner,5.0,200.0,TVS
4301,22654.0,First Owner,13.0,100.0,Hero
4302,20595.0,First Owner,12.0,100.0,Hero
4303,14914.0,First Owner,14.0,100.0,Hero
4304,31327.0,First Owner,10.0,100.0,Hero
4305,56800.0,First Owner,14.0,100.0,Hero
4306,9200.0,First Owner,7.0,150.0,Bajaj
4307,31000.0,First Owner,7.0,125.0,Honda
4308,15149.0,Second Owner,6.0,110.0,Honda
4318,9304.0,First Owner,4.0,200.0,Bajaj
4320,17565.0,First Owner,7.0,100.0,Bajaj
4321,5511.0,First Owner,3.0,100.0,Hero
4322,13128.0,First Owner,5.0,100.0,Bajaj
4323,11824.0,First Owner,3.0,100.0,Hero
4324,19000.0,First Owner,5.0,200.0,Bajaj
4326,15000.0,First Owner,3.0,200.0,Hero
4327,20917.0,First Owner,9.0,100.0,Hero
4328,21917.0,First Owner,5.0,100.0,Hero
4329,17870.0,First Owner,7.0,100.0,Bajaj
4330,25483.0,First Owner,3.0,220.0,Bajaj
4331,19318.0,First Owner,5.0,100.0,Hero
4332,55562.0,First Owner,8.0,110.0,Honda
4333,47518.0,First Owner,11.0,500.0,Royal Enfield
4334,20135.0,First Owner,10.0,100.0,Hero
4335,28024.0,First Owner,7.0,100.0,Hero
4336,19152.0,First Owner,8.0,100.0,Hero
4337,16306.0,First Owner,5.0,100.0,Hero
4338,22749.0,First Owner,6.0,350.0,Royal Enfield
4339,24720.0,First Owner,5.0,100.0,Hero
4340,22342.0,First Owner,7.0,100.0,Bajaj
4341,50000.0,Second Owner,8.0,135.0,Bajaj
4343,18100.0,First Owner,4.0,250.0,Yamaha
4344,21000.0,First Owner,6.0,150.0,Yamaha
4345,17000.0,First Owner,7.0,500.0,Royal Enfield
4346,12000.0,First Owner,9.0,125.0,Bajaj
4347,36226.0,First Owner,5.0,150.0,Yamaha
4348,30965.0,First Owner,11.0,150.0,Bajaj
4349,18000.0,First Owner,3.0,160.0,Honda
4350,23580.0,First Owner,12.0,135.0,Bajaj
4351,25280.0,Second Owner,10.0,150.0,Hero
4352,14243.0,First Owner,6.0,100.0,Hero
4353,21534.0,First Owner,5.0,100.0,Hero
4355,35500.0,First Owner,10.0,150.0,Hero
4356,20000.0,First Owner,4.0,125.0,Hero
4357,21000.0,First Owner,7.0,125.0,Hero
4358,19440.0,First Owner,11.0,100.0,Hero
4359,13000.0,First Owner,4.0,100.0,Hero
4360,28200.0,Second Owner,16.0,350.0,Royal Enfield
4361,13000.0,First Owner,3.0,390.0,KTM
4362,10700.0,First Owner,12.0,150.0,Yamaha
4363,20632.0,First Owner,11.0,150.0,Yamaha
4364,35173.0,First Owner,9.0,150.0,Yamaha
4365,10546.0,First Owner,9.0,150.0,Yamaha
4366,13336.0,First Owner,10.0,150.0,Yamaha
4367,2672.0,First Owner,2.0,160.0,TVS
4368,12000.0,First Owner,3.0,180.0,TVS
4369,23918.0,First Owner,5.0,200.0,TVS
4370,5771.0,First Owner,3.0,160.0,TVS
4371,11123.0,First Owner,5.0,160.0,TVS
4372,17318.0,First Owner,6.0,350.0,Royal Enfield
4373,8252.0,First Owner,3.0,350.0,Royal Enfield
4375,33632.0,First Owner,7.0,125.0,Hero
4376,32827.0,First Owner,8.0,100.0,Hero
4377,14651.0,First Owner,6.0,100.0,Hero
4378,32047.0,First Owner,7.0,100.0,Hero
4381,21477.0,First Owner,8.0,100.0,Hero
4382,22000.0,First Owner,9.0,135.0,Bajaj
4383,11258.0,First Owner,3.0,160.0,TVS
4384,1700.0,First Owner,3.0,150.0,Suzuki
4385,20863.0,First Owner,10.0,100.0,Hero
4386,10887.0,First Owner,7.0,125.0,Bajaj
4387,20634.0,First Owner,12.0,100.0,Hero
4388,3300.0,First Owner,3.0,100.0,Hero
4389,2780.0,First Owner,3.0,100.0,Hero
4417,18758.0,First Owner,11.0,100.0,Hero
4418,2500.0,First Owner,4.0,150.0,Suzuki
4419,18800.0,First Owner,4.0,150.0,Bajaj
4420,36883.0,First Owner,6.0,500.0,Royal Enfield
4421,23705.0,First Owner,4.0,350.0,Royal Enfield
4422,12400.0,First Owner,3.0,200.0,KTM
4423,13000.0,Second Owner,5.0,300.0,Benelli
4424,14268.0,First Owner,2.0,110.0,Bajaj
4425,18785.0,First Owner,4.0,110.0,TVS
4426,35308.0,First Owner,14.0,125.0,Bajaj
4427,24869.0,First Owner,5.0,150.0,Bajaj
4428,12313.0,First Owner,7.0,150.0,Yamaha
4429,12552.0,First Owner,8.0,125.0,Honda
4430,22317.0,First Owner,8.0,125.0,Honda
4431,24029.0,First Owner,5.0,125.0,Honda
4433,8536.0,First Owner,5.0,350.0,Royal Enfield
4434,11624.0,First Owner,3.0,100.0,Hero
4435,30000.0,First Owner,5.0,100.0,Hero
4436,11000.0,First Owner,4.0,110.0,Hero
4437,20770.0,First Owner,5.0,100.0,Hero
4438,33516.0,First Owner,4.0,100.0,Hero
4439,18000.0,First Owner,6.0,100.0,Hero
4440,14339.0,First Owner,5.0,100.0,Hero
4441,16123.0,First Owner,4.0,100.0,Hero
4498,14000.0,First Owner,5.0,220.0,Bajaj
4499,40000.0,First Owner,11.0,150.0,Honda
4500,25121.0,First Owner,11.0,150.0,Yamaha
4501,32484.0,First Owner,6.0,200.0,KTM
4502,9300.0,First Owner,8.0,390.0,KTM
4503,38369.0,First Owner,6.0,350.0,Royal Enfield
4504,15000.0,First Owner,5.0,100.0,Bajaj
4505,19000.0,First Owner,10.0,180.0,Bajaj
4506,71359.0,Second Owner,13.0,160.0,TVS
4507,43000.0,Second Owner,11.0,223.0,Hero
4508,52000.0,First Owner,11.0,135.0,Bajaj
4510,2900.0,First Owner,3.0,350.0,Royal Enfield
4511,28000.0,First Owner,5.0,350.0,Royal Enfield
4512,4544.0,First Owner,2.0,100.0,Hero
4513,50444.0,First Owner,10.0,150.0,Hero
4514,18568.0,First Owner,5.0,220.0,Bajaj
4515,9219.0,First Owner,3.0,350.0,Royal Enfield
4516,26238.0,First Owner,6.0,100.0,Bajaj
4517,96142.0,First Owner,10.0,160.0,TVS
4518,17701.0,First Owner,11.0,100.0,Hero
4519,17426.0,First Owner,5.0,350.0,Royal Enfield
4531,24200.0,First Owner,6.0,160.0,Honda
4532,5700.0,First Owner,4.0,150.0,Yamaha
4533,25468.0,First Owner,8.0,250.0,Honda
4534,100000.0,First Owner,14.0,350.0,Royal Enfield
4535,11783.0,First Owner,14.0,350.0,Royal Enfield
4536,9000.0,First Owner,6.0,535.0,Royal Enfield
4537,16051.0,First Owner,3.0,150.0,Yamaha
4538,14649.0,First Owner,6.0,100.0,Hero
4539,31509.0,Second Owner,10.0,250.0,Honda
4541,22687.0,Second Owner,8.0,350.0,Royal Enfield
4542,41759.0,First Owner,11.0,125.0,Honda
4543,37500.0,First Owner,5.0,160.0,Honda
4544,2900.0,First Owner,2.0,350.0,Royal Enfield
4545,3334.0,First Owner,3.0,500.0,Royal Enfield
4547,47000.0,First Owner,8.0,180.0,TVS
4548,14600.0,Second Owner,6.0,220.0,Bajaj
4549,10168.0,First Owner,5.0,390.0,KTM
4550,19285.0,First Owner,12.0,100.0,Hero
4551,12552.0,First Owner,3.0,350.0,Royal Enfield
4552,22002.0,First Owner,11.0,100.0,Hero
4553,12000.0,First Owner,3.0,180.0,Bajaj
4569,13154.0,First Owner,5.0,300.0,Mahindra
4571,70000.0,First Owner,16.0,125.0,Bajaj
4572,29000.0,First Owner,4.0,100.0,Hero
4573,32000.0,First Owner,7.0,200.0,Bajaj
4574,14500.0,First Owner,4.0,150.0,Bajaj
4577,15705.0,First Owner,4.0,100.0,Bajaj
4579,50000.0,First Owner,12.0,350.0,Royal Enfield
4580,62000.0,First Owner,5.0,150.0,Yamaha
4581,8241.0,First Owner,9.0,160.0,TVS
4582,3749.0,First Owner,4.0,390.0,KTM
4583,67527.0,First Owner,8.0,150.0,Yamaha
4584,25000.0,First Owner,4.0,390.0,KTM
4585,40000.0,Second Owner,24.0,135.0,Yamaha
4586,38000.0,First Owner,8.0,180.0,Bajaj
4597,5600.0,Second Owner,6.0,865.0,Triumph
4598,28411.0,First Owner,7.0,500.0,Royal Enfield
4599,20322.0,First Owner,10.0,125.0,Honda
4600,25931.0,Second Owner,5.0,200.0,TVS
4601,14536.0,First Owner,7.0,125.0,Bajaj
4602,26000.0,Second Owner,5.0,250.0,Benelli
4603,20755.0,First Owner,5.0,350.0,Royal Enfield
4604,23467.0,First Owner,3.0,110.0,Honda
4605,30502.0,First Owner,14.0,150.0,Bajaj
4606,14319.0,First Owner,4.0,100.0,Bajaj
4607,28895.0,First Owner,8.0,100.0,TVS
4608,36083.0,First Owner,7.0,390.0,KTM
4609,41905.0,First Owner,7.0,100.0,Hero
4610,23235.0,First Owner,7.0,150.0,Yamaha
4611,15080.0,First Owner,5.0,350.0,Royal Enfield
4612,20089.0,First Owner,7.0,100.0,Bajaj
4613,15580.0,First Owner,7.0,100.0,Bajaj
4614,18294.0,First Owner,8.0,125.0,Honda
4615,15001.0,First Owner,8.0,100.0,Bajaj
4616,10000.0,First Owner,5.0,390.0,KTM
4617,3100.0,First Owner,4.0,350.0,Royal Enfield
4618,6087.0,First Owner,4.0,100.0,Bajaj
4619,62505.0,First Owner,8.0,150.0,Bajaj
4620,40000.0,First Owner,8.0,110.0,Mahindra
4621,64000.0,First Owner,8.0,220.0,Bajaj
4624,23824.0,First Owner,8.0,100.0,Hero
4625,15660.0,First Owner,6.0,110.0,Honda
4627,35000.0,First Owner,11.0,500.0,Royal Enfield
4628,78370.0,First Owner,10.0,150.0,Hero
4629,80000.0,Second Owner,14.0,223.0,Hero
4630,15437.0,First Owner,7.0,350.0,Royal Enfield
4631,10000.0,First Owner,4.0,100.0,Hero
4632,25000.0,Second Owner,11.0,100.0,Hero
4633,24182.0,First Owner,10.0,110.0,Honda
4634,59162.0,Third Owner,9.0,135.0,Bajaj
4636,25000.0,First Owner,16.0,160.0,Hero
4637,4459.0,First Owner,4.0,250.0,Hyosung
4639,24593.0,First Owner,8.0,100.0,Hero
4640,16000.0,First Owner,5.0,250.0,Benelli
4641,13000.0,First Owner,3.0,220.0,Bajaj
4642,8300.0,First Owner,4.0,500.0,Royal Enfield
4643,31000.0,First Owner,6.0,350.0,Royal Enfield
4644,12224.0,First Owner,4.0,350.0,Royal Enfield
4645,3000.0,First Owner,11.0,350.0,Royal Enfield
4646,15449.0,First Owner,5.0,200.0,KTM
4647,13000.0,First Owner,4.0,100.0,Bajaj
4648,9300.0,First Owner,7.0,350.0,Royal Enfield
4649,16500.0,First Owner,9.0,150.0,Bajaj
4650,10500.0,First Owner,5.0,350.0,Royal Enfield
4651,73000.0,First Owner,17.0,100.0,Bajaj
4652,27000.0,First Owner,10.0,150.0,Honda
4653,19276.0,First Owner,11.0,100.0,Hero
4654,26329.0,First Owner,5.0,220.0,Bajaj
4655,9000.0,First Owner,4.0,390.0,KTM
4656,21493.0,First Owner,16.0,125.0,Bajaj
4657,200.0,First Owner,4.0,750.0,Harley-Davidson
4658,9900.0,First Owner,5.0,110.0,Honda
4659,19829.0,First Owner,4.0,410.0,Royal Enfield
4660,27000.0,Third Owner,7.0,250.0,Hyosung
4661,22000.0,Second Owner,18.0,100.0,Hero
4664,120000.0,First Owner,17.0,350.0,Royal Enfield
4665,27445.0,First Owner,5.0,350.0,Royal Enfield
4666,44000.0,First Owner,8.0,150.0,Honda
4667,51917.0,First Owner,6.0,110.0,Honda
4668,26545.0,First Owner,9.0,200.0,KTM
4671,22221.0,First Owner,5.0,100.0,Hero
4672,32706.0,First Owner,10.0,150.0,Hero
4673,27176.0,Second Owner,6.0,223.0,Hero
4674,11067.0,First Owner,5.0,220.0,Bajaj
4675,20050.0,First Owner,4.0,100.0,Hero
4676,60000.0,First Owner,14.0,100.0,Hero
4677,18000.0,First Owner,9.0,350.0,Royal Enfield
4678,40000.0,First Owner,15.0,350.0,Royal Enfield
4679,25276.0,First Owner,3.0,200.0,TVS
4680,4178.0,Second Owner,10.0,350.0,Royal Enfield
4681,22000.0,Third Owner,10.0,350.0,Royal Enfield
4683,12222.0,First Owner,8.0,150.0,Honda
4684,12000.0,First Owner,7.0,150.0,Yamaha
4686,11525.0,First Owner,4.0,200.0,KTM
4688,27400.0,First Owner,12.0,150.0,Bajaj
4689,43000.0,First Owner,15.0,110.0,TVS
4691,7347.0,First Owner,10.0,350.0,Royal Enfield
4692,40000.0,First Owner,11.0,200.0,Bajaj
4693,3810.0,First Owner,2.0,150.0,Yamaha
4694,25000.0,First Owner,9.0,150.0,Hero
4695,61249.0,First Owner,9.0,150.0,Hero
4696,46019.0,First Owner,9.0,150.0,Hero
4697,11271.0,First Owner,9.0,350.0,Royal Enfield
4698,26530.0,First Owner,10.0,350.0,Royal Enfield
4699,48000.0,First Owner,10.0,100.0,Hero
4701,14000.0,Third Owner,6.0,750.0,Harley-Davidson
4702,19546.0,First Owner,8.0,100.0,Hero
4703,13600.0,First Owner,6.0,390.0,KTM
4704,5909.0,First Owner,7.0,535.0,Royal Enfield
4705,6500.0,First Owner,3.0,390.0,KTM
4706,40700.0,First Owner,6.0,390.0,KTM
4707,8000.0,Third Owner,6.0,390.0,KTM
4708,41007.0,First Owner,8.0,250.0,Honda
4709,14600.0,Second Owner,5.0,250.0,Benelli
4710,23266.0,First Owner,9.0,150.0,Bajaj
4711,381.0,First Owner,2.0,295.0,Jawa
4712,19927.0,First Owner,7.0,350.0,Royal Enfield
4713,47580.0,First Owner,11.0,150.0,Bajaj
4714,20084.0,Second Owner,4.0,160.0,Honda
4715,18000.0,First Owner,3.0,200.0,KTM
4716,27030.0,First Owner,4.0,200.0,TVS
4717,24500.0,First Owner,7.0,100.0,Hero
4718,22493.0,First Owner,7.0,100.0,Hero
4719,21000.0,First Owner,7.0,110.0,Honda
4720,8600.0,First Owner,7.0,750.0,Harley-Davidson
4721,7276.0,First Owner,8.0,110.0,Honda
4722,30947.0,First Owner,4.0,110.0,Hero
4723,27500.0,First Owner,11.0,150.0,Yamaha
4724,5000.0,First Owner,10.0,150.0,Yamaha
4725,21000.0,First Owner,8.0,1300.0,Suzuki
4726,50000.0,First Owner,16.0,100.0,Bajaj
4727,3165.0,First Owner,2.0,410.0,Royal Enfield
4728,285.0,First Owner,5.0,250.0,Hyosung
4729,43500.0,First Owner,6.0,110.0,Mahindra
4734,15131.0,First Owner,6.0,150.0,Honda
4736,4610.0,First Owner,3.0,100.0,Hero
4738,60000.0,First Owner,10.0,125.0,Hero
4739,50000.0,First Owner,4.0,150.0,Yamaha
4740,4500.0,First Owner,5.0,320.0,Yamaha
4741,30500.0,First Owner,7.0,200.0,Bajaj
4742,10613.0,First Owner,8.0,350.0,Royal Enfield
4743,100000.0,Second Owner,16.0,135.0,Hero
4744,13138.0,First Owner,4.0,150.0,Bajaj
4745,58000.0,First Owner,5.0,220.0,Bajaj
4746,33750.0,First Owner,5.0,220.0,Bajaj
4747,17325.0,First Owner,7.0,150.0,Yamaha
4748,45000.0,First Owner,18.0,350.0,Royal Enfield
4749,15492.0,First Owner,2.0,110.0,Honda
4750,29697.0,First Owner,4.0,100.0,Hero
4751,72000.0,First Owner,10.0,125.0,Bajaj
4752,38133.0,First Owner,5.0,150.0,Suzuki
4753,24259.0,Second Owner,5.0,150.0,Suzuki
4754,37594.0,Third Owner,6.0,160.0,TVS
4755,40155.0,Third Owner,14.0,223.0,Hero
4756,37000.0,Second Owner,5.0,390.0,KTM
4757,14560.0,First Owner,7.0,150.0,Yamaha
4758,18871.0,First Owner,4.0,350.0,Royal Enfield
4759,31600.0,First Owner,6.0,350.0,Royal Enfield
4760,300965.0,First Owner,7.0,350.0,Royal Enfield
4761,26000.0,First Owner,7.0,350.0,Royal Enfield
4762,31254.0,First Owner,6.0,350.0,Royal Enfield
4763,13441.0,Second Owner,8.0,350.0,Royal Enfield
4764,33500.0,First Owner,7.0,200.0,Bajaj
4766,16229.0,First Owner,4.0,150.0,Yamaha
4767,15557.0,First Owner,8.0,150.0,Bajaj
4768,23090.0,First Owner,5.0,350.0,Royal Enfield
4769,3252.0,Second Owner,7.0,650.0,Kawasaki
4770,4800.0,First Owner,4.0,100.0,Hero
4771,40000.0,First Owner,13.0,160.0,TVS
4772,17799.0,First Owner,6.0,110.0,Hero
4773,26796.0,First Owner,6.0,150.0,Suzuki
4774,15000.0,First Owner,6.0,500.0,Royal Enfield
4775,43000.0,Second Owner,8.0,150.0,Hero
4776,20000.0,First Owner,6.0,883.0,Harley-Davidson
4777,15000.0,First Owner,9.0,150.0,Bajaj
4778,65000.0,First Owner,9.0,180.0,TVS
4779,45000.0,First Owner,11.0,135.0,Bajaj
4780,2100.0,First Owner,4.0,400.0,Bajaj
4782,50745.0,First Owner,12.0,125.0,Bajaj
4785,3805.0,First Owner,7.0,300.0,Kawasaki
4787,1121.0,First Owner,3.0,350.0,Royal Enfield
4788,8000.0,First Owner,4.0,250.0,KTM
4789,28586.0,First Owner,5.0,100.0,Hero
4790,25933.0,Second Owner,6.0,200.0,KTM
4791,27400.0,First Owner,4.0,400.0,Bajaj
4793,36670.0,First Owner,9.0,250.0,Honda
4795,50000.0,First Owner,5.0,150.0,Yamaha
4796,8500.0,First Owner,9.0,150.0,Yamaha
4797,18000.0,Second Owner,7.0,650.0,Kawasaki
4798,17989.0,First Owner,11.0,100.0,Hero
4800,27000.0,First Owner,12.0,150.0,Yamaha
4801,20785.0,First Owner,6.0,650.0,Kawasaki
4803,23188.0,First Owner,5.0,125.0,Hero
4804,27599.0,First Owner,9.0,150.0,Hero
4805,14333.0,First Owner,10.0,110.0,TVS
4806,12580.0,First Owner,8.0,150.0,Yamaha
4807,67714.0,First Owner,7.0,125.0,Bajaj
4828,4600.0,First Owner,4.0,1200.0,Triumph
4829,13496.0,First Owner,3.0,100.0,Bajaj
4830,47486.0,Second Owner,11.0,150.0,Yamaha
4831,78882.0,First Owner,18.0,100.0,Hero
4832,21000.0,First Owner,6.0,223.0,Hero
4833,23000.0,First Owner,10.0,110.0,Honda
4834,1178.0,First Owner,2.0,390.0,KTM
4835,40000.0,Second Owner,9.0,250.0,Honda
4836,40000.0,First Owner,6.0,150.0,Yamaha
4837,29570.0,Third Owner,12.0,150.0,Yamaha
4838,27909.0,First Owner,7.0,150.0,Yamaha
4839,23497.0,First Owner,5.0,100.0,Hero
4841,25000.0,First Owner,5.0,160.0,TVS
4842,23500.0,First Owner,7.0,150.0,Yamaha
4843,8699.0,First Owner,4.0,350.0,Royal Enfield
4844,4900.0,First Owner,4.0,350.0,Royal Enfield
4845,20192.0,First Owner,5.0,125.0,Honda
4846,33000.0,First Owner,11.0,100.0,Hero
4847,14000.0,First Owner,3.0,200.0,TVS
4848,26383.0,First Owner,4.0,100.0,Bajaj
4850,9465.0,First Owner,4.0,250.0,KTM
4851,20431.0,First Owner,7.0,160.0,TVS
4852,18988.0,First Owner,6.0,100.0,Hero
4853,5300.0,First Owner,3.0,350.0,Royal Enfield
4854,52000.0,First Owner,14.0,100.0,TVS
4856,174638.0,First Owner,14.0,150.0,TVS
4857,35200.0,First Owner,11.0,150.0,Yamaha
4858,12974.0,First Owner,4.0,110.0,Honda
4859,24000.0,First Owner,9.0,150.0,Yamaha
4860,19309.0,First Owner,5.0,150.0,Bajaj
4861,21460.0,First Owner,7.0,150.0,Yamaha
4862,25639.0,First Owner,9.0,110.0,TVS
4863,45238.0,First Owner,10.0,100.0,Hero
4864,2600.0,First Owner,4.0,1000.0,BMW
4870,36244.0,First Owner,7.0,100.0,Hero
4871,25000.0,First Owner,4.0,1000.0,Kawasaki
4872,59718.0,First Owner,10.0,150.0,Yamaha
4873,26408.0,First Owner,11.0,150.0,Yamaha
4874,22464.0,First Owner,5.0,100.0,Hero
4875,21000.0,First Owner,7.0,200.0,KTM
4876,26132.0,First Owner,6.0,220.0,Bajaj
4879,29000.0,First Owner,8.0,200.0,KTM
4880,17500.0,First Owner,5.0,250.0,Hyosung
4881,43100.0,First Owner,11.0,150.0,Bajaj
4883,17800.0,First Owner,5.0,200.0,KTM
4884,66650.0,Second Owner,9.0,350.0,Royal Enfield
4885,24500.0,First Owner,12.0,200.0,Bajaj
4886,32000.0,First Owner,5.0,180.0,TVS
4890,24000.0,First Owner,11.0,100.0,Hero
4891,20000.0,First Owner,10.0,150.0,Honda
4892,53190.0,First Owner,10.0,180.0,Bajaj
4893,21169.0,Second Owner,5.0,100.0,Hero
4894,5123.0,First Owner,3.0,350.0,Royal Enfield
4895,5500.0,First Owner,5.0,220.0,Bajaj
4896,10703.0,First Owner,4.0,150.0,Honda
4897,17500.0,Third Owner,6.0,800.0,Kawasaki
4898,26000.0,First Owner,8.0,125.0,Honda
4899,18000.0,First Owner,7.0,125.0,Honda
4900,26403.0,First Owner,7.0,110.0,Hero
4901,38000.0,First Owner,10.0,125.0,Hero
4903,2510.0,First Owner,3.0,1200.0,Ducati
4904,15000.0,Second Owner,6.0,150.0,Suzuki
4905,20090.0,Second Owner,10.0,150.0,Bajaj
4909,22500.0,First Owner,6.0,350.0,Royal Enfield
4910,5900.0,First Owner,4.0,350.0,Royal Enfield
4912,4500.0,First Owner,2.0,650.0,Royal Enfield
4913,5799.0,First Owner,4.0,350.0,Royal Enfield
4915,28000.0,First Owner,9.0,350.0,Royal Enfield
4916,20000.0,First Owner,4.0,150.0,Honda
4917,8000.0,Second Owner,5.0,1050.0,Triumph
4918,49994.0,First Owner,9.0,150.0,Yamaha
4919,17999.0,First Owner,9.0,150.0,Yamaha
4920,70000.0,Second Owner,12.0,125.0,Yamaha
4921,34000.0,First Owner,8.0,150.0,Yamaha
4922,100000.0,First Owner,18.0,150.0,Bajaj
4923,81000.0,First Owner,17.0,150.0,Bajaj
4924,22000.0,First Owner,4.0,150.0,Yamaha
4925,5020.0,Second Owner,4.0,150.0,Yamaha
4926,18227.0,First Owner,9.0,150.0,Yamaha
4927,62135.0,Second Owner,13.0,150.0,Hero
4928,6985.0,First Owner,4.0,797.0,Ducati
4929,24134.0,First Owner,4.0,110.0,Honda
4930,14525.0,First Owner,3.0,160.0,TVS
4931,11500.0,First Owner,4.0,500.0,Royal Enfield
4932,18958.0,First Owner,5.0,110.0,Honda
4933,50000.0,First Owner,7.0,150.0,Bajaj
4939,42175.0,First Owner,8.0,160.0,TVS
4941,18500.0,First Owner,6.0,500.0,Royal Enfield
4942,23350.0,First Owner,7.0,500.0,Royal Enfield
4943,14432.0,First Owner,4.0,160.0,Honda
4944,5400.0,First Owner,5.0,100.0,TVS
4945,11700.0,First Owner,4.0,390.0,KTM
4946,35000.0,First Owner,8.0,125.0,Hero
4947,12250.0,First Owner,10.0,150.0,Yamaha
4948,10880.0,First Owner,4.0,390.0,KTM
4949,2463.0,First Owner,3.0,220.0,Bajaj
4950,18500.0,Third Owner,8.0,800.0,Kawasaki
4951,61421.0,First Owner,8.0,100.0,Hero
4952,15600.0,First Owner,5.0,150.0,Suzuki
4956,26592.0,First Owner,4.0,220.0,Bajaj
4957,2600.0,First Owner,5.0,750.0,Harley-Davidson
4958,52000.0,First Owner,8.0,150.0,Yamaha
4959,5200.0,First Owner,2.0,110.0,Bajaj
4960,55000.0,First Owner,16.0,110.0,LML
4961,21163.0,First Owner,4.0,100.0,Hero
4962,1000.0,First Owner,7.0,750.0,Harley-Davidson
4963,39865.0,First Owner,6.0,350.0,Royal Enfield
4964,34000.0,First Owner,4.0,390.0,KTM
4965,49000.0,Second Owner,7.0,350.0,Royal Enfield
4966,12537.0,First Owner,6.0,100.0,Hero
